date,new_cases,reproduction_rate,icu_patients,hosp_patients,new_tests,positive_rate,people_vaccinated,people_fully_vaccinated,new_vaccinations,Lockdown,Variant,Vaccine,GDP_PER_CAPITA,Population,Mortality_Rate
2021-06-10,7239.0,1.37,158.0,1092.0,945090.0,0.006999999999999999,41088485.0,29165140.0,509645.0,0,2,1,39753.244,67886004.0,1.0311403805709347e-07
2021-06-11,7960.0,1.37,161.0,1073.0,736654.0,0.006999999999999999,41297016.0,29472332.0,515723.0,0,2,1,39753.244,67886004.0,2.5041980671008416e-07
2021-06-12,7552.0,1.36,169.0,1102.0,533809.0,0.006999999999999999,41551201.0,29792658.0,574511.0,0,2,1,39753.244,67886004.0,1.7676692238358882e-07
2021-06-13,7334.0,1.36,188.0,1137.0,1052222.0,0.008,41698429.0,29973779.0,328349.0,0,2,1,39753.244,67886004.0,1.1784461492239254e-07
2021-06-14,7621.0,1.33,188.0,1178.0,930123.0,0.008,41831056.0,30209707.0,368555.0,0,2,1,39753.244,67886004.0,4.4191730595897204e-08
2021-06-15,7594.0,1.32,206.0,1229.0,777277.0,0.008,42021089.0,30440373.0,420699.0,0,2,1,39753.244,67886004.0,1.4730576865299068e-07
2021-06-16,8811.0,1.31,208.0,1254.0,1101741.0,0.008,42216654.0,30675207.0,430399.0,0,2,1,39753.244,67886004.0,1.325751917876916e-07
2021-06-17,10823.0,1.33,210.0,1319.0,1034415.0,0.009000000000000001,42460632.0,30898467.0,467238.0,0,2,1,39753.244,67886004.0,2.798809604406823e-07
2021-06-18,10287.0,1.33,223.0,1360.0,791219.0,0.009000000000000001,42683772.0,31104144.0,428817.0,0,2,1,39753.244,67886004.0,1.6203634551828976e-07
2021-06-19,10076.0,1.34,215.0,1345.0,591871.0,0.009000000000000001,42964013.0,31340507.0,516604.0,0,2,1,39753.244,67886004.0,2.0622807611418695e-07
2021-06-20,9077.0,1.36,210.0,1380.0,1149112.0,0.009000000000000001,43127763.0,31449915.0,273158.0,0,2,1,39753.244,67886004.0,8.838346119179441e-08
2021-06-21,10468.0,1.38,228.0,1514.0,1019739.0,0.01,43148843.0,31489240.0,60405.0,0,2,1,39753.244,67886004.0,7.365288432649534e-08
2021-06-22,11507.0,1.43,250.0,1537.0,821585.0,0.01,43448680.0,31740115.0,550712.0,0,2,1,39753.244,67886004.0,3.9772557536307484e-07
2021-06-23,15943.0,1.47,246.0,1491.0,1150834.0,0.011000000000000001,43656327.0,31908103.0,375635.0,0,2,1,39753.244,67886004.0,2.798809604406823e-07
2021-06-24,16705.0,1.47,259.0,1511.0,1068088.0,0.012,43877861.0,32085916.0,399347.0,0,2,1,39753.244,67886004.0,3.093421141712804e-07
2021-06-25,15374.0,1.47,257.0,1532.0,850807.0,0.012,44080358.0,32260686.0,377267.0,0,2,1,39753.244,67886004.0,2.651503835753832e-07
2021-06-26,17946.0,1.5,256.0,1538.0,622246.0,0.013000000000000001,44314799.0,32460191.0,433946.0,0,2,1,39753.244,67886004.0,3.388032679018786e-07
2021-06-27,14633.0,1.51,263.0,1596.0,1216682.0,0.013999999999999999,44454511.0,32583746.0,263267.0,0,2,1,39753.244,67886004.0,1.6203634551828976e-07
2021-06-28,22723.0,1.55,297.0,1732.0,1095973.0,0.016,44581771.0,32721762.0,265276.0,0,2,1,39753.244,67886004.0,4.4191730595897204e-08
2021-06-29,20261.0,1.53,283.0,1733.0,881805.0,0.017,44719762.0,32872450.0,288679.0,0,2,1,39753.244,67886004.0,3.388032679018786e-07
2021-06-30,25670.0,1.51,287.0,1808.0,1251696.0,0.018000000000000002,44860978.0,33048199.0,316965.0,0,2,1,39753.244,67886004.0,2.0622807611418695e-07
2021-07-01,27646.0,1.47,300.0,1917.0,1121678.0,0.019,45013503.0,33241265.0,345591.0,0,2,1,39753.244,67886004.0,3.240726910365795e-07
2021-07-02,26863.0,1.43,321.0,1994.0,876646.0,0.02,45137108.0,33418743.0,301083.0,0,2,1,39753.244,67886004.0,3.9772557536307484e-07
2021-07-03,24465.0,1.4,327.0,2037.0,659338.0,0.021,45274497.0,33614952.0,333598.0,0,2,1,39753.244,67886004.0,2.651503835753832e-07
2021-07-04,23896.0,1.38,336.0,2155.0,1276593.0,0.022000000000000002,45351719.0,33726362.0,188632.0,0,2,1,39753.244,67886004.0,2.2095865297948603e-07
2021-07-05,27106.0,1.36,369.0,2337.0,1160738.0,0.023,45428681.0,33874176.0,224776.0,0,2,1,39753.244,67886004.0,1.325751917876916e-07
2021-07-06,28629.0,1.34,392.0,2458.0,968588.0,0.024,45514492.0,34027302.0,238937.0,0,2,1,39753.244,67886004.0,5.450313440160655e-07
2021-07-07,32061.0,1.31,417.0,2651.0,1237992.0,0.024,45601445.0,34198779.0,258430.0,0,2,1,39753.244,67886004.0,4.861090365548692e-07
2021-07-08,32096.0,1.3,417.0,2736.0,1114234.0,0.025,45697875.0,34374246.0,271897.0,0,2,1,39753.244,67886004.0,5.303007671507664e-07
2021-07-09,35885.0,1.3,437.0,2907.0,889492.0,0.026000000000000002,45787958.0,34553065.0,268902.0,0,2,1,39753.244,67886004.0,4.4191730595897205e-07
2021-07-10,31835.0,1.3,448.0,2999.0,733853.0,0.027000000000000003,45881721.0,34764511.0,305209.0,0,2,1,39753.244,67886004.0,5.008396134201683e-07
2021-07-11,31382.0,1.31,454.0,3142.0,1118189.0,0.027999999999999997,45923721.0,34872131.0,149620.0,0,2,1,39753.244,67886004.0,3.829949984977758e-07
